STEP 0; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 7 }. Found 0 resources out of10
STEP 915; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 5 }. Found 2 resources out of2
STEP 916; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 3 }. Found 2 resources out of2
STEP 917; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 4 }. Found 2 resources out of2
STEP 918; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 5 }. Found 2 resources out of2
STEP 919; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 7 }. Found 2 resources out of2
STEP 920; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 4 }. Found 2 resources out of2
STEP 921; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 4 }. Found 2 resources out of2
STEP 922; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 5 }. Found 2 resources out of2
STEP 923; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 1 }. Found 2 resources out of2
STEP 924; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 6 }. Found 2 resources out of2
STEP 925; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 3 }. Found 2 resources out of2
STEP 926; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 6 }. Found 2 resources out of2
STEP 927; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 4 }. Found 2 resources out of2
STEP 928; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 3 }. Found 2 resources out of2
STEP 929; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 1 }. Found 2 resources out of2
STEP 930; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 2 }. Found 2 resources out of2
STEP 931; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 5 }. Found 2 resources out of2
STEP 932; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 2 }. Found 2 resources out of2
STEP 933; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 2 }. Found 2 resources out of2
STEP 934; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 6 }. Found 2 resources out of2
STEP 935; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 5 }. Found 2 resources out of2
STEP 936; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 5 }. Found 2 resources out of2
STEP 937; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 7 }. Found 2 resources out of2
STEP 938; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 7 }. Found 2 resources out of2
STEP 939; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 4 }. Found 2 resources out of2
STEP 940; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 3 }. Found 2 resources out of2
STEP 941; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 3 }. Found 2 resources out of2
STEP 942; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 6 }. Found 2 resources out of2
STEP 943; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 4 }. Found 2 resources out of2
STEP 944; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 4 }. Found 2 resources out of2
STEP 945; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 4 }. Found 2 resources out of2
STEP 946; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 5 }. Found 2 resources out of2
STEP 947; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 2 }. Found 2 resources out of2
STEP 948; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 6 }. Found 2 resources out of2
STEP 949; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 3 }. Found 2 resources out of2
STEP 950; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 1 }. Found 2 resources out of2
STEP 951; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 2 }. Found 2 resources out of2
STEP 952; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 3 }. Found 2 resources out of2
STEP 953; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 0 }. Found 2 resources out of2
STEP 954; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 3 }. Found 2 resources out of2
STEP 955; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 1 }. Found 2 resources out of2
STEP 956; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 7 }. Found 2 resources out of2
STEP 957; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 2 }. Found 2 resources out of2
STEP 958; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 3 }. Found 2 resources out of2
STEP 959; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 2 }. Found 2 resources out of2
STEP 960; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 1 }. Found 2 resources out of2
STEP 961; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 1 }. Found 2 resources out of2
STEP 962; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 1 }. Found 2 resources out of2
STEP 963; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 3 }. Found 2 resources out of2
STEP 964; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 4 }. Found 2 resources out of2
STEP 965; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 6 }. Found 2 resources out of2
STEP 966; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 4 }. Found 2 resources out of2
STEP 967; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 0 }. Found 2 resources out of2
STEP 968; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 7 }. Found 2 resources out of2
STEP 969; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 4 }. Found 2 resources out of2
STEP 970; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 6 }. Found 2 resources out of2
STEP 971; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 0 }. Found 2 resources out of2
STEP 972; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 3 }. Found 2 resources out of2
STEP 973; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 2 }. Found 2 resources out of2
STEP 974; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 2 }. Found 2 resources out of2
STEP 975; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 7 }. Found 2 resources out of2
STEP 976; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 3 }. Found 2 resources out of2
STEP 977; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 3 }. Found 2 resources out of2
STEP 978; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 3 }. Found 2 resources out of2
STEP 979; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 4 }. Found 2 resources out of2
STEP 980; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 3 }. Found 2 resources out of2
STEP 981; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 3 }. Found 2 resources out of2
STEP 982; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 6 }. Found 2 resources out of2
STEP 983; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 5 }. Found 2 resources out of2
STEP 984; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 3 }. Found 2 resources out of2
STEP 985; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 4 }. Found 2 resources out of2
STEP 986; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 2 }. Found 2 resources out of2
STEP 987; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 6 }. Found 2 resources out of2
STEP 988; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 3 }. Found 2 resources out of2
STEP 989; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 0 }. Found 2 resources out of2
STEP 990; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 2 }. Found 2 resources out of2
STEP 991; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 4 }. Found 2 resources out of2
STEP 992; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 7 }. Found 2 resources out of2
STEP 993; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 5 }. Found 2 resources out of2
STEP 994; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 6 }. Found 2 resources out of2
STEP 995; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 1 }. Found 2 resources out of2
STEP 996; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 6 }. Found 2 resources out of2
STEP 997; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 1 }. Found 2 resources out of2
STEP 998; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 6 }. Found 2 resources out of2
STEP 999; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 7 }. Found 2 resources out of2
STEP 1000; EVENT Timeout; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 6 }. Found 2 resources out of2
STEP 0; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 6 }. Found 0 resources out of10
STEP 1; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 5 }. Found 0 resources out of10
STEP 2; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 4 }. Found 0 resources out of10
STEP 3; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 3 }. Found 0 resources out of10
STEP 4; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 2 }. Found 0 resources out of10
STEP 5; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 2 }. Found 0 resources out of10
STEP 6; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 2 }. Found 0 resources out of10
STEP 7; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 2 }. Found 0 resources out of10
STEP 8; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 1 }. Found 0 resources out of10
STEP 9; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 0 }. Found 0 resources out of10
STEP 10; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 1 }. Found 0 resources out of10
STEP 11; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 0 }. Found 0 resources out of10
STEP 12; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 4 }. Found 0 resources out of10
STEP 13; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 0 }. Found 0 resources out of10
STEP 14; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 1 }. Found 0 resources out of10
STEP 15; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 4 }. Found 0 resources out of10
STEP 16; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 5 }. Found 0 resources out of10
STEP 17; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 5 }. Found 0 resources out of10
STEP 18; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 5 }. Found 0 resources out of10
STEP 19; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 5 }. Found 0 resources out of10
STEP 20; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 4 }. Found 0 resources out of10
STEP 21; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 3 }. Found 0 resources out of10
STEP 22; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 2 }. Found 0 resources out of10
STEP 23; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 0 }. Found 0 resources out of10
STEP 24; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 3 }. Found 0 resources out of10
STEP 25; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 1 }. Found 0 resources out of10
STEP 26; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 3 }. Found 0 resources out of10
STEP 27; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 3 }. Found 0 resources out of10
STEP 28; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 3 }. Found 0 resources out of10
STEP 29; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 3 }. Found 0 resources out of10
STEP 30; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 5 }. Found 0 resources out of10
STEP 31; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 6 }. Found 0 resources out of10
STEP 32; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 3 }. Found 0 resources out of10
STEP 33; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 7 }. Found 0 resources out of10
STEP 34; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 6 }. Found 1 resources out of10
STEP 35; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 6 }. Found 2 resources out of10
STEP 36; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 6 }. Found 2 resources out of10
STEP 37; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 6 }. Found 2 resources out of10
STEP 38; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 6 }. Found 2 resources out of10
STEP 39; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 5 }. Found 2 resources out of10
STEP 40; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 3 }. Found 2 resources out of10
STEP 41; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 2 }. Found 2 resources out of10
STEP 42; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 6 }. Found 2 resources out of10
STEP 43; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 2 }. Found 2 resources out of10
STEP 44; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 1 }. Found 2 resources out of10
STEP 45; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 5 }. Found 2 resources out of10
STEP 46; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 4 }. Found 2 resources out of10
STEP 47; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 5 }. Found 2 resources out of10
STEP 48; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 0 }. Found 2 resources out of10
STEP 49; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 2 }. Found 2 resources out of10
STEP 50; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 1 }. Found 2 resources out of10
STEP 51; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 0 }. Found 2 resources out of10
STEP 52; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 6 }. Found 2 resources out of10
STEP 53; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 4 }. Found 2 resources out of10
STEP 54; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 7 }. Found 2 resources out of10
STEP 55; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 5 }. Found 2 resources out of10
STEP 56; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 2 }. Found 2 resources out of10
STEP 57; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 2 }. Found 2 resources out of10
STEP 58; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 6 }. Found 2 resources out of10
STEP 59; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 4 }. Found 2 resources out of10
STEP 60; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 2 }. Found 2 resources out of10
STEP 61; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 2 }. Found 2 resources out of10
STEP 62; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 1 }. Found 2 resources out of10
STEP 63; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 0 }. Found 2 resources out of10
STEP 64; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 3 }. Found 2 resources out of10
STEP 65; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 3 }. Found 2 resources out of10
STEP 66; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 2 }. Found 2 resources out of10
STEP 67; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 7 }. Found 2 resources out of10
STEP 68; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 7 }. Found 2 resources out of10
STEP 69; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 7 }. Found 2 resources out of10
STEP 70; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 7 }. Found 2 resources out of10
STEP 71; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 7 }. Found 2 resources out of10
STEP 72; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 7 }. Found 2 resources out of10
STEP 73; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 6 }. Found 2 resources out of10
STEP 74; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 5 }. Found 2 resources out of10
STEP 75; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 7 }. Found 2 resources out of10
STEP 76; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 7 }. Found 2 resources out of10
STEP 77; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 4 }. Found 2 resources out of10
STEP 78; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 7 }. Found 2 resources out of10
STEP 79; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 5 }. Found 2 resources out of10
STEP 80; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 0 }. Found 2 resources out of10
STEP 81; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 6 }. Found 2 resources out of10
STEP 82; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 2 }. Found 2 resources out of10
STEP 83; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 6 }. Found 2 resources out of10
STEP 84; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 1 }. Found 2 resources out of10
STEP 85; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 0 }. Found 2 resources out of10
STEP 86; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 4 }. Found 2 resources out of10
STEP 87; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 5 }. Found 2 resources out of10
STEP 88; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 1 }. Found 2 resources out of10
STEP 89; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 0 }. Found 2 resources out of10
STEP 90; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 3 }. Found 2 resources out of10
STEP 91; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 2 }. Found 2 resources out of10
STEP 92; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 2 }. Found 2 resources out of10
STEP 93; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 2 }. Found 2 resources out of10
STEP 94; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 0 }. Found 2 resources out of10
STEP 95; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 7 }. Found 2 resources out of10
STEP 96; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 4 }. Found 2 resources out of10
STEP 97; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 5 }. Found 2 resources out of10
STEP 98; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 4 }. Found 2 resources out of10
STEP 99; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 3 }. Found 2 resources out of10
STEP 100; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 2 }. Found 2 resources out of10
